,output_state,experiment,diagnosis,device_count,initial_eval_loss,initial_eval_top1,initial_eval_top5,invalid_loss_value,max_memory_allocated,final_batch_size,project,linear_probing,curve_length
38,ok,12107015967032032_micro_set1_MED_LF_v1,success,1.0,3.488101875782013,3.125,13.125,False,5556190720.0,8.0,AFT-MC-00,True,50.0
39,xx,12096950656405587_micro_set0_MD_MIX_v1,diverged,1.0,,3.125,12.5,True,10008561664.0,16.0,AFT-MC-00,False,1.0
40,ok,121278013117631267_micro_set2_PLT_DOC_v1,success,1.0,3.4404296875,5.625,23.75,False,2494841344.0,8.0,AFT-MC-00,True,50.0
41,ok,12204208789130624_micro_set0_BCT_v1,success,1.0,3.0294166088104246,9.375,23.75,False,8450845696.0,128.0,AFT-MC-00,False,1.0
42,ok,122278862930794664_micro_set1_RSICB_v1,success,1.0,3.153151845932007,3.125,25.625,False,7108284416.0,128.0,AFT-MC-00,False,1.0
43,ok,12242330851157204_micro_set0_PLT_VIL_v1,success,1.0,3.078181505203247,3.75,26.25,False,8353645056.0,256.0,AFT-MC-00,True,50.0
44,ok,122684687635307757_micro_set0_RESISC_v1,success,1.0,3.08203125,6.875,29.375,False,2421231104.0,256.0,AFT-MC-00,True,50.0
45,ok,12313088415204053_micro_set1_APL_v1,success,1.0,3.212890625,6.875,26.875,False,2392931328.0,8.0,AFT-MC-00,True,50.0
46,ok,12319018061734507_micro_set2_PLT_DOC_v1,success,1.0,2.9990234375,0.0,50.0,False,9901388288.0,4.0,AFT-MC-00,False,1.0
47,ok,123228105561702436_micro_set1_INS_2_v1,success,1.0,3.061876368522644,3.125,25.0,False,3710071296.0,8.0,AFT-MC-00,True,50.0
48,ok,123530703062259679_micro_set2_RSD_v1,success,1.0,3.37578125,6.875,28.125,True,3201541120.0,16.0,AFT-MC-00,True,26.0
49,xx,124888633279175195_micro_set0_MD_MIX_v1,batch_size>dataset_size,,,,,,,,,,
50,xx,12508751516385361_micro_set2_BTS_v1,OOM,,,,,,,,,,
51,ok,12563718874889264_micro_set2_PLT_DOC_v1,success,1.0,4.438627052307129,3.125,17.5,False,9687369728.0,32.0,AFT-MC-00,True,50.0
52,ok,126275714793657050_micro_set1_APL_v1,success,1.0,4.7734821332588635e+29,6.25,25.0,False,9206319616.0,16.0,AFT-MC-00,False,1.0
53,ok,126417535118535268_micro_set2_MD_6_v1,success,1.0,3.4718414545059204,0.0,6.25,False,9406390272.0,16.0,AFT-MC-00,False,1.0
54,xx,1265254947522081_micro_set1_DOG_v1,cuDNN_error,,,,,,,,,,
55,ok,126537826322027043_micro_set0_BCT_v1,success,1.0,3.208984375,0.0,0.0,False,10322810880.0,2.0,AFT-MC-00,False,1.0
56,xx,1266003044142911_micro_set0_TEX_v1,batch_size>dataset_size,,,,,,,,,,
57,xx,127402063904104231_micro_set1_MED_LF_v1,cuDNN_error,,,,,,,,,,
58,ok,12787999212949700_micro_set1_MED_LF_v1,success,1.0,2.970231056213379,8.75,37.5,False,7553341952.0,256.0,AFT-MC-00,True,50.0
59,xx,12823084621490560_micro_set0_SPT_v1,batch_size>dataset_size,,,,,,,,,,
60,ok,128322036224632771_micro_set2_RSD_v1,success,1.0,3.3373046875,1.875,21.25,False,862552064.0,16.0,AFT-MC-00,True,50.0
61,xx,128437241453972321_micro_set1_DOG_v1,AMP,,,,,,,,,,
62,xx,12878756616328363_micro_set1_MD_5_BIS_v1,OOM,,,,,,,,,,
63,xx,128457425482383913_micro_set1_APL_v1,AMP,,,,,,,,,,
64,xx,129377621517588561_micro_set2_INS_v1,OOM,,,,,,,,,,
65,ok,13113197646534828_micro_set1_TEX_DTD_v1,success,1.0,3.3873763412237166,4.375,18.75,False,400670720.0,2.0,AFT-MC-00,True,50.0
66,xx,12977673069966627_micro_set0_SPT_v1,OOM,,,,,,,,,,
67,ok,132561785599098408_micro_set1_TEX_DTD_v1,success,,,,,,,,,,
68,ok,13305354709568678_micro_set0_BCT_v1,success,1.0,3.5867516040802,1.25,24.375,False,1681631744.0,32.0,AFT-MC-00,True,50.0
69,ok,133672334760010244_micro_set0_SPT_v1,success,1.0,2.9077471494674683,25.0,50.0,False,10087789568.0,2.0,AFT-MC-00,False,1.0
70,ok,13376630569270223_micro_set1_DOG_v1,success,1.0,3.2294921875,0.0,25.0,False,10409116672.0,8.0,AFT-MC-00,False,1.0
71,ok,13652500971053667_micro_set1_PLT_NET_v1,success,,,,,,,,,,
72,ok,138724672034348304_micro_set0_MD_MIX_v1,success,1.0,3.0877697706222533,6.25,30.0,False,222276096.0,16.0,AFT-MC-00,True,50.0
73,xx,13935445219442662_micro_set1_MED_LF_v1,batch_size>dataset_size,,,,,,,,,,
74,xx,14183451438433633_micro_set2_ACT_410_v1,diverged,1.0,,5.0,24.375,True,3076153344.0,2.0,AFT-MC-00,True,1.0
75,ok,14187362628070257_micro_set2_AWA_v1,success,1.0,3.12109375,5.625,28.125,False,1322738176.0,256.0,AFT-MC-00,True,50.0
76,ok,14417063895003436_micro_set0_SPT_v1,success,1.0,3.410270094871521,12.5,31.25,False,10442257408.0,8.0,AFT-MC-00,False,1.0
77,ok,144736143392187834_micro_set1_PNU_v1,success,1.0,2.97647089707224,5.921052631578948,28.94736842105263,False,5519556096.0,16.0,AFT-MC-00,True,50.0
78,xx,14592940455995548_micro_set1_TEX_DTD_v1,batch_size>dataset_size,,,,,,,,,,
79,ok,146251042865301028_micro_set1_INS_2_v1,success,1.0,3.7118775844573975,1.25,18.125,False,4371665920.0,8.0,AFT-MC-00,True,50.0
80,ok,14689431070522344_micro_set2_PRT_v1,success,,,,,,,,,,
81,xx,14724013728496479_micro_set2_PRT_v1,AMP,,,,,,,,,,
82,ok,14831127903620965_micro_set2_TEX_ALOT_v1,success,1.0,3.3330078125,0.0,0.0,False,10354736640.0,4.0,AFT-MC-00,False,1.0
83,ok,14847387399025689_micro_set0_TEX_v1,success,1.0,2.993994140625,7.5,30.0,False,52122112.0,4.0,AFT-MC-00,True,50.0
84,ok,149015392828665879_micro_set2_PRT_v1,success,1.0,3.268310546875,2.5,21.25,False,2665977856.0,4.0,AFT-MC-00,True,50.0
85,ok,14903266149504266_micro_set0_BCT_v1,success,1.0,2.99251127243042,4.375,30.0,False,6253568512.0,256.0,AFT-MC-00,True,50.0
86,ok,14919800567277964_micro_set0_PLK_v1,success,1.0,3.1299370169639587,5.0,21.25,False,63095808.0,8.0,AFT-MC-00,True,50.0
87,ok,15027740187227658_micro_set0_PLT_VIL_v1,success,1.0,3.3188962548971177,1.875,16.875,False,670942720.0,2.0,AFT-MC-00,True,50.0
88,xx,150816740067375982_micro_set2_ACT_410_v1,batch_size>dataset_size,,,,,,,,,,
89,ok,15115403953884415_micro_set0_CRS_v1,success,,,,,,,,,,
90,xx,15115403953884415_micro_set0_CRS_v1,success,,,,,,,,,,
91,ok,15181179816806702_micro_set0_TEX_v1,success,1.0,3.005364513397217,1.875,20.0,False,7408070144.0,32.0,AFT-MC-00,True,50.0
92,ok,152373394514365_micro_set0_TEX_v1,success,1.0,3.2044921875,4.375,19.375,False,3550815232.0,16.0,AFT-MC-00,True,50.0
93,ok,15242358260369384_micro_set0_SPT_v1,success,1.0,3.1371206283569335,1.25,15.625,False,591045120.0,32.0,AFT-MC-00,True,50.0
94,xx,15264027385863713_micro_set1_INS_2_v1,batch_size>dataset_size,,,,,,,,,,
95,ok,15306059514570006_micro_set0_TEX_v1,success,1.0,3.035141944885254,0.0,18.75,False,10372660224.0,8.0,AFT-MC-00,False,1.0
96,xx,153760958067927346_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,,
97,ok,15418660139883877_micro_set2_INS_v1,success,1.0,,5.0,24.375,True,5639182336.0,128.0,AFT-MC-00,True,38.0
98,xx,15429036318974661_micro_set0_MD_MIX_v1,OOM,,,,,,,,,,
99,xx,15502031787700150_micro_set2_BTS_v1,batch_size>dataset_size,,,,,,,,,,
100,ok,15572489685102999_micro_set1_INS_2_v1,success,1.0,3.15546875,5.0,23.75,False,197762048.0,32.0,AFT-MC-00,True,50.0
101,ok,15542244776597792_micro_set2_ACT_410_v1,success,1.0,3.0061363220214843,11.25,33.75,False,10458993664.0,128.0,AFT-MC-00,False,1.0
102,ok,15596274416760514_micro_set0_CRS_v1,success,1.0,3.0065245628356934,0.0,37.5,False,10102280704.0,4.0,AFT-MC-00,False,1.0
103,ok,156183187008790013_micro_set2_MD_6_v1,success,1.0,3.01640625,10.625,36.875,True,67258880.0,8.0,AFT-MC-00,True,34.0
104,ok,15934291324065469_micro_set2_INS_v1,success,1.0,3.0950439453125,6.25,29.375,False,43153408.0,2.0,AFT-MC-00,True,50.0
105,xx,15956165892799754_micro_set0_BRD_v1,OOM,,,,,,,,,,
106,xx,160027382847206800_micro_set2_MD_6_v1,OOM,,,,,,,,,,
107,xx,16005852960606739_micro_set0_BRD_v1,diverged,1.0,,3.125,25.0,True,5935698432.0,2.0,AFT-MC-00,True,1.0
108,xx,16110063673450472_micro_set1_PNU_v1,OOM,,,,,,,,,,
109,xx,16154430833664179_micro_set2_PRT_v1,batch_size>dataset_size,,,,,,,,,,
110,ok,1626466199440272_micro_set0_TEX_v1,success,1.0,3.066338539123535,0.625,25.0,False,953981440.0,16.0,AFT-MC-00,True,50.0
111,xx,162832986362650375_micro_set0_BRD_v1,AMP,,,,,,,,,,
112,ok,164849429335812120_micro_set2_RSD_v1,success,,,,,,,,,,
113,ok,164750108942092530_micro_set2_AWA_v1,success,1.0,3.291832208633423,0.0,0.0,False,10057889792.0,2.0,AFT-MC-00,False,1.0
114,xx,165360962357399465_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,,
115,ok,166479346190718525_micro_set0_PLT_VIL_v1,success,1.0,3.392626953125,3.125,22.5,False,3290071040.0,4.0,AFT-MC-00,True,50.0
116,xx,16648765125464250_micro_set0_BCT_v1,OOM,,,,,,,,,,
117,xx,16724569759153049_micro_set0_FLW_v1,AMP,,,,,,,,,,
118,ok,16662339208596574_micro_set1_PNU_v1,success,1.0,3.253538489341736,12.5,25.0,False,10217523200.0,8.0,AFT-MC-00,False,1.0
119,ok,16726317458627200_micro_set1_INS_2_v1,success,1.0,3.0014803409576416,0.0,37.5,False,10179154944.0,4.0,AFT-MC-00,False,1.0
120,ok,167444796419363607_micro_set1_DOG_v1,success,1.0,2.9921875,6.5789475440979,34.21052551269531,True,6536891904.0,256.0,AFT-MC-00,True,27.0
121,xx,16837845405181629_micro_set1_INS_2_v1,AMP,,,,,,,,,,
122,ok,168404102056508512_micro_set1_MED_LF_v1,success,1.0,3.0680204749107363,10.625,23.125,False,3647571968.0,8.0,AFT-MC-00,True,50.0
123,ok,16872618043033292_micro_set2_RSD_v1,success,1.0,2.9774993002414702,6.25,36.25,False,6283239424.0,4.0,AFT-MC-00,True,50.0
124,ok,16880871940287284_micro_set2_PLT_DOC_v1,success,1.0,3.401538276672363,4.375,22.5,False,404226560.0,4.0,AFT-MC-00,True,50.0
125,xx,17307782522394550_micro_set1_RSICB_v1,batch_size>dataset_size,,,,,,,,,,
126,ok,174332253012443575_micro_set2_ACT_410_v1,success,1.0,3.3306640625,4.375,25.0,True,3441600000.0,16.0,AFT-MC-00,True,28.0
127,xx,17471933381675861_micro_set0_CRS_v1,batch_size>dataset_size,,,,,,,,,,
128,xx,174657139646476191_micro_set1_MED_LF_v1,AMP,,,,,,,,,,
129,xx,175017046173207874_micro_set2_BTS_v1,batch_size>dataset_size,,,,,,,,,,
130,xx,17525258636853472_micro_set0_BRD_v1,batch_size>dataset_size,,,,,,,,,,
131,xx,17584572651865220_micro_set1_RSICB_v1,OOM,,,,,,,,,,
132,ok,17695002655537046_micro_set2_ACT_410_v1,success,1.0,1.6675364232035533e+31,0.0,18.75,False,9566528000.0,8.0,AFT-MC-00,False,1.0
133,xx,1775467835899088_micro_set2_INS_v1,OOM,,,,,,,,,,
134,ok,177607638209569217_micro_set2_INS_v1,success,1.0,3.30439453125,4.375,26.25,False,3086009856.0,8.0,AFT-MC-00,True,50.0
135,ok,17808806541745713_micro_set2_BTS_v1,success,1.0,,4.375,25.0,True,5135550464.0,4.0,AFT-MC-00,True,26.0
136,ok,17869967140534544_micro_set1_RSICB_v1,success,1.0,3.3103723227977753,5.625,20.0,False,2987743232.0,4.0,AFT-MC-00,True,50.0
137,ok,17857160306007870_micro_set0_RESISC_v1,success,1.0,2.9985268115997314,0.0,12.5,False,9665342976.0,4.0,AFT-MC-00,False,1.0
138,ok,181049026720307402_micro_set1_RSICB_v1,success,1.0,3.1757549822330473,4.375,25.625,False,38403584.0,4.0,AFT-MC-00,True,50.0
139,ok,18192862611332641_micro_set0_FLW_v1,success,1.0,3.1095458984375,5.0,17.5,True,5049877504.0,2.0,AFT-MC-00,True,29.0
140,xx,18159120935425310_micro_set0_CRS_v1,success,,,,,,,,,,
141,ok,18319098499799932_micro_set0_PLT_VIL_v1,success,1.0,3.447888731956482,7.8125,35.9375,False,10364827136.0,32.0,AFT-MC-00,False,1.0
142,xx,18378585746401696_micro_set2_TEX_ALOT_v1,batch_size>dataset_size,,,,,,,,,,
143,ok,18378815631773411_micro_set2_ACT_410_v1,success,1.0,3.121875,5.0,21.875,False,707744256.0,64.0,AFT-MC-00,True,50.0
144,ok,184269197218988898_micro_set2_ACT_410_v1,success,1.0,3.012881335616112,4.375,19.375,False,609284608.0,2.0,AFT-MC-00,True,50.0
145,xx,18513791204195428_micro_set1_PLT_NET_v1,batch_size>dataset_size,,,,,,,,,,
146,ok,18664494902754467_micro_set0_BRD_v1,success,1.0,3.3498046875,4.375,36.875,False,292428288.0,8.0,AFT-MC-00,True,50.0
147,xx,186974206064837619_micro_set2_INS_v1,AMP,,,,,,,,,,
148,xx,185802204182859051_micro_set2_RSD_v1,AMP,,,,,,,,,,
149,xx,18726536150154574_micro_set0_FLW_v1,batch_size>dataset_size,,,,,,,,,,
150,ok,18744377994879537_micro_set0_SPT_v1,success,1.0,3.500927734375,4.375,22.5,False,246143488.0,4.0,AFT-MC-00,True,50.0
151,xx,18709617918834863_micro_set1_RSICB_v1,OOM,,,,,,,,,,
152,xx,188154504901200724_micro_set2_BTS_v1,OOM,,,,,,,,,,
153,ok,188514859335899620_micro_set0_RESISC_v1,success,1.0,3.251248466968536,6.875,26.25,False,5370205696.0,8.0,AFT-MC-00,True,50.0
154,xx,18915368584412563_micro_set1_ACT_40_v1,AMP,,,,,,,,,,
155,ok,18919707957580532_micro_set1_INS_2_v1,success,1.0,3.0285134315490723,6.25,31.25,False,10390808576.0,8.0,AFT-MC-00,False,1.0
156,ok,18995363312173017_micro_set0_TEX_v1,success,1.0,3.2875,4.375,18.75,True,9065204736.0,128.0,AFT-MC-00,True,29.0
157,ok,18995363312173017_micro_set0_TEX_v1,success,1.0,3.2875,4.375,18.75,True,9065204736.0,128.0,AFT-MC-00,True,29.0
158,xx,190724977382220424_micro_set1_RSICB_v1,success,,,,,,,,,,
159,ok,192011058559600078_micro_set2_FNG_v1,success,,,,,,,,,,
160,ok,192260223167352774_micro_set2_MD_6_v1,success,1.0,3.0314629077911377,0.0,6.25,False,10387759616.0,8.0,AFT-MC-00,False,1.0
161,xx,19300641488870637_micro_set0_CRS_v1,diverged,1.0,,6.875,27.5,True,7998658560.0,4.0,AFT-MC-00,True,1.0
162,ok,19308582905850310_micro_set0_CRS_v1,success,1.0,3.3786011934280396,7.5,22.5,False,556528128.0,8.0,AFT-MC-00,True,50.0
163,ok,19360187080209792_micro_set1_DOG_v1,success,1.0,3.031910799051586,6.578947368421052,19.07894736842105,False,2593651200.0,2.0,AFT-MC-00,True,50.0
164,ok,19479164976227537_micro_set2_PRT_v1,success,1.0,2.978515625,0.0,25.0,False,9981017600.0,2.0,AFT-MC-00,False,1.0
165,ok,19508483859357548_micro_set0_SPT_v1,success,1.0,3.3628545701503754,5.0,27.5,False,681056768.0,4.0,AFT-MC-00,True,50.0
166,ok,19628916372295465_micro_set2_PLT_DOC_v1,success,1.0,3.05546875,6.875,23.125,True,2686989824.0,128.0,AFT-MC-00,True,26.0
167,ok,19633290347345823_micro_set0_PLK_v1,success,1.0,3.34921875,2.5,19.375,True,749528576.0,32.0,AFT-MC-00,True,27.0
168,xx,19697799935750937_micro_set0_PLK_v1,AMP,,,,,,,,,,
169,ok,197396056095183270_micro_set1_PLT_NET_v1,success,1.0,1.5970245029914476e+18,7.5,27.5,False,2960513536.0,2.0,AFT-MC-00,True,50.0
170,ok,19734258129757852_micro_set0_BRD_v1,success,1.0,3.14557831287384,4.375,23.125,False,5211442176.0,8.0,AFT-MC-00,True,50.0
171,ok,19776545015704319_micro_set0_BRD_v1,success,1.0,3.01796875,8.125,25.0,False,503900672.0,64.0,AFT-MC-00,True,50.0
172,xx,19934929679861753_micro_set1_MD_5_BIS_v1,batch_size>dataset_size,,,,,,,,,,
173,ok,19965442616008345_micro_set2_PRT_v1,success,1.0,3.0164306640625,7.5,25.625,True,102388224.0,2.0,AFT-MC-00,True,26.0
174,xx,1996251624098431_micro_set2_PRT_v1,AMP,,,,,,,,,,
175,ok,20195454601969251_micro_set2_PLT_DOC_v1,success,1.0,,4.375,26.875,False,8727389696.0,128.0,AFT-MC-00,False,1.0
176,ok,20380851123398851_micro_set0_PLK_v1,success,1.0,3.517578125,6.25,18.75,False,10405811200.0,8.0,AFT-MC-00,False,1.0
177,xx,20404545372502261_micro_set0_BRD_v1,AMP,,,,,,,,,,
178,xx,20530260665718504_micro_set0_TEX_v1,OOM,,,,,,,,,,
179,ok,205391217604367445_micro_set2_ACT_410_v1,success,1.0,3.1796875,2.34375,20.3125,False,10405803520.0,64.0,AFT-MC-00,False,1.0
180,xx,20649432784029343_micro_set0_TEX_v1,diverged,1.0,,5.0,21.25,True,4030205952.0,16.0,AFT-MC-00,True,1.0
181,xx,20694965423520292_micro_set0_PLK_v1,batch_size>dataset_size,,,,,,,,,,
182,xx,20749026095225031_micro_set2_BTS_v1,AMP,,,,,,,,,,
183,ok,207892780451126469_micro_set0_PLT_VIL_v1,success,1.0,2.7861328125,12.5,50.0,False,9998681088.0,4.0,AFT-MC-00,False,1.0
184,ok,20814058693946002_micro_set0_PLK_v1,success,1.0,1.2714922286492937e+29,37.5,37.5,False,10354577408.0,4.0,AFT-MC-00,False,1.0
185,xx,21000448431010277_micro_set1_DOG_v1,batch_size>dataset_size,,,,,,,,,,
186,ok,21188222783904542_micro_set0_RESISC_v1,success,1.0,3.1993075609207153,0.0,25.0,False,10253603840.0,4.0,AFT-MC-00,False,1.0
187,ok,21210679480129190_micro_set0_RESISC_v1,success,1.0,3.0419975757598876,2.5,18.125,False,6770817536.0,32.0,AFT-MC-00,True,50.0
188,xx,21212418873103945_micro_set1_DOG_v1,AMP,,,,,,,,,,
189,ok,21225266100743822_micro_set2_ACT_410_v1,success,1.0,3.0367149114608765,0.0,0.0,False,10380001280.0,4.0,AFT-MC-00,False,1.0
190,ok,21255960493899074_micro_set2_ACT_410_v1,success,1.0,13253.023303222657,10.0,34.375,False,197670400.0,4.0,AFT-MC-00,True,50.0
191,ok,21265870444946165_micro_set2_TEX_ALOT_v1,success,1.0,3.50390625,3.125,10.9375,False,9875376640.0,32.0,AFT-MC-00,False,1.0
192,xx,21390189961928251_micro_set1_PNU_v1,NoCUDA,,,,,,,,,,
193,ok,2126590510499403_micro_set0_BRD_v1,success,1.0,3.4140625,7.8125,34.375,False,10362297344.0,32.0,AFT-MC-00,False,1.0
194,ok,2149227385329133_micro_set0_FLW_v1,success,1.0,3.0312744140625,5.625,27.5,True,126222848.0,2.0,AFT-MC-00,True,26.0
195,xx,21581021548095377_micro_set1_DOG_v1,NoCUDA,,,,,,,,,,
196,xx,217355415052412893_micro_set2_BTS_v1,NoCUDA,,,,,,,,,,
197,ok,21631248846002989_micro_set2_MD_6_v1,success,1.0,3.3026123046875,3.125,21.875,True,1916435456.0,2.0,AFT-MC-00,True,28.0
198,ok,21744713618303250_micro_set2_INS_v1,success,1.0,3.257141923904419,4.375,20.625,False,6887111680.0,128.0,AFT-MC-00,True,50.0
199,ok,218080620225136424_micro_set2_TEX_ALOT_v1,success,1.0,2874339.2984375,6.25,28.75,False,638744576.0,4.0,AFT-MC-00,True,50.0
200,ok,21897009349963561_micro_set0_PLT_VIL_v1,success,1.0,3.118359375,6.875,28.125,False,40775168.0,2.0,AFT-MC-00,True,50.0
201,ok,21926727543636975_micro_set2_AWA_v1,success,1.0,3.033056640625,10.0,30.625,False,4455653376.0,4.0,AFT-MC-00,True,50.0
202,ok,2196929350348093_micro_set1_MD_5_BIS_v1,success,1.0,3.202197265625,4.375,25.0,True,1241582080.0,2.0,AFT-MC-00,True,47.0
203,ok,21983246392091035_micro_set2_MD_6_v1,success,1.0,3.0380859375,3.125,37.5,False,10103400960.0,16.0,AFT-MC-00,False,1.0
204,ok,22076698918687509_micro_set2_BTS_v1,success,1.0,3.182861328125,8.125,28.125,True,1877986304.0,4.0,AFT-MC-00,True,27.0
205,ok,2209599747700868_micro_set0_PLK_v1,success,1.0,3.2812032282352446,3.125,21.875,False,1547582464.0,4.0,AFT-MC-00,True,50.0
206,ok,220994189585176215_micro_set1_INS_2_v1,success,1.0,3.4015380859375,1.875,23.75,True,781248000.0,4.0,AFT-MC-00,True,26.0
207,ok,2218336327808000_micro_set1_INS_2_v1,success,1.0,1.4886529408700513e+18,4.375,22.5,False,4653742080.0,32.0,AFT-MC-00,True,50.0
208,ok,22293639178954897_micro_set0_PLK_v1,success,1.0,3.50390625,0.0,15.625,False,10337393664.0,16.0,AFT-MC-00,False,1.0
209,ok,223029994131068752_micro_set1_INS_2_v1,success,1.0,2.7076305150985718,0.0,75.0,False,10204986368.0,2.0,AFT-MC-00,False,1.0
210,ok,22305128437331045_micro_set2_FNG_v1,success,1.0,3.0419921875,6.25,25.0,False,9661291520.0,32.0,AFT-MC-00,False,1.0
211,ok,22372547401009346_micro_set1_RSICB_v1,success,1.0,3.0365288257598877,12.5,25.0,False,9828829184.0,4.0,AFT-MC-00,False,1.0
212,ok,2239607932048220_micro_set1_RSICB_v1,success,1.0,3.921984553337097,0.0,6.25,False,10415185920.0,8.0,AFT-MC-00,False,1.0
213,ok,22434516310285843_micro_set1_RSICB_v1,success,1.0,3.298046875,4.375,18.75,True,691442176.0,16.0,AFT-MC-00,True,26.0
214,xx,22476794259189287_micro_set0_BRD_v1,OOM,,,,,,,,,,
215,xx,2276213133096178_micro_set0_BRD_v1,batch_size>dataset_size,,,,,,,,,,
216,xx,227661788845136501_micro_set2_RSD_v1,batch_size>dataset_size,,,,,,,,,,
217,ok,22764133460508596_micro_set1_MED_LF_v1,success,1.0,3.9676669597625733,5.0,20.0,False,1721410560.0,32.0,AFT-MC-00,True,50.0
218,ok,227776555421163477_micro_set2_FNG_v1,success,1.0,3.312109375,7.5,23.125,False,5522467840.0,32.0,AFT-MC-00,True,50.0
219,ok,22810932840302659_micro_set1_INS_2_v1,success,1.0,3.292333984375,2.5,15.625,True,815700992.0,2.0,AFT-MC-00,True,26.0
